experiment_id,architecture,hidden1,hidden2,weight_decay,dropout_rate,pca_components,learning_rate,mean_accuracy,std_accuracy,macro_sensitivity,macro_specificity,macro_precision,macro_f1,weighted_sensitivity,weighted_specificity,weighted_precision,weighted_f1,per_class_sensitivity,per_class_specificity,per_class_precision,per_class_f1,total_epochs,training_time_s,model_file,confusion_matrix_file
21,1-layer,256,None,0.0001,0.4,None,0.001,0.35000000000000003,0.05303300858899107,0.3880208333333333,0.7817221840659341,0.21332830181514392,0.25740751417613117,0.35,0.7768887362637363,0.1845494417862839,0.2263865888839293,"[0.5416666666666666, 0.40625, 0.47916666666666663, 0.125]","[0.875, 0.765625, 0.5535714285714286, 0.9326923076923077]","[0.41230158730158734, 0.15849282296650719, 0.1575187969924812, 0.125]","[0.43983100233100236, 0.22777777777777777, 0.23702127659574468, 0.125]",834,17.06432271003723,model_h256_wd0.0001_dr0.4.pt,model_h256_wd0.0001_dr0.4_confusion_matrix.npy
22,1-layer,256,None,0.001,0.2,None,0.001,0.35625,0.02724311839712922,0.3872767857142857,0.7812297996121527,0.38237561050061053,0.30335616357104694,0.35625,0.7686691984486101,0.335606684981685,0.26635737361016265,"[0.49999999999999994, 0.40625, 0.5, 0.14285714285714285]","[0.9779411764705882, 0.6875, 0.5267857142857143, 0.9326923076923077]","[0.8375, 0.12202380952380952, 0.2783119658119658, 0.29166666666666663]","[0.5850649350649351, 0.18620689655172415, 0.26794467787114845, 0.17420814479638008]",829,18.177838802337646,model_h256_wd0.001_dr0.2.pt,model_h256_wd0.001_dr0.2_confusion_matrix.npy
23,1-layer,256,None,0.001,0.3,None,0.001,0.4,0.046770717334674264,0.4557291666666667,0.7992826337265675,0.5152851430976432,0.36517220524573457,0.4,0.7971305349062703,0.48996485690235686,0.31650804261098375,"[0.7083333333333334, 0.46875, 0.5208333333333333, 0.125]","[0.9338235294117647, 0.6953125, 0.6160714285714286, 0.9519230769230769]","[0.7625, 0.38481481481481483, 0.4242424242424242, 0.4895833333333333]","[0.6957070707070706, 0.26161616161616164, 0.32698412698412693, 0.17638146167557933]",839,18.803157091140747,model_h256_wd0.001_dr0.3.pt,model_h256_wd0.001_dr0.3_confusion_matrix.npy
24,1-layer,256,None,0.001,0.4,None,0.001,0.35000000000000003,0.05303300858899107,0.3880208333333333,0.7817221840659341,0.21332830181514392,0.25740751417613117,0.35,0.7768887362637363,0.1845494417862839,0.2263865888839293,"[0.5416666666666666, 0.40625, 0.47916666666666663, 0.125]","[0.875, 0.765625, 0.5535714285714286, 0.9326923076923077]","[0.41230158730158734, 0.15849282296650719, 0.1575187969924812, 0.125]","[0.43983100233100236, 0.22777777777777777, 0.23702127659574468, 0.125]",834,17.06943702697754,model_h256_wd0.001_dr0.4.pt,model_h256_wd0.001_dr0.4_confusion_matrix.npy
25,1-layer,256,None,0.01,0.2,None,0.001,0.35625,0.02724311839712922,0.3872767857142857,0.7812297996121527,0.38237561050061053,0.30335616357104694,0.35625,0.7686691984486101,0.335606684981685,0.26635737361016265,"[0.49999999999999994, 0.40625, 0.5, 0.14285714285714285]","[0.9779411764705882, 0.6875, 0.5267857142857143, 0.9326923076923077]","[0.8375, 0.12202380952380952, 0.2783119658119658, 0.29166666666666663]","[0.5850649350649351, 0.18620689655172415, 0.26794467787114845, 0.17420814479638008]",829,17.36187434196472,model_h256_wd0.01_dr0.2.pt,model_h256_wd0.01_dr0.2_confusion_matrix.npy
26,1-layer,256,None,0.01,0.3,None,0.001,0.35625000000000007,0.02724311839712922,0.4326636904761905,0.7912113162572721,0.43001218323586743,0.3519395869724816,0.35625,0.8085952650290885,0.39137085769980506,0.29695480810612385,"[0.5833333333333334, 0.84375, 0.125, 0.17857142857142858]","[0.9558823529411765, 0.421875, 0.8928571428571428, 0.8942307692307692]","[0.8111111111111111, 0.267270955165692, 0.16666666666666666, 0.475]","[0.6401515151515151, 0.40391635654793545, 0.14285714285714285, 0.22083333333333333]",848,17.04831099510193,model_h256_wd0.01_dr0.3.pt,model_h256_wd0.01_dr0.3_confusion_matrix.npy
27,1-layer,256,None,0.01,0.4,None,0.001,0.39375000000000004,0.010825317547305492,0.47061011904761907,0.7980226345345831,0.4415357491970396,0.38612925900864614,0.39375,0.7983405381383323,0.40355502024856865,0.3259012457871453,"[0.75, 0.65625, 0.33333333333333337, 0.14285714285714285]","[0.9485294117647058, 0.6171875, 0.7321428571428572, 0.8942307692307692]","[0.7833333333333334, 0.24621212121212122, 0.41993087557603687, 0.3166666666666667]","[0.7464015151515153, 0.35236460717009915, 0.2508944543828265, 0.19485645933014353]",853,17.976677417755127,model_h256_wd0.01_dr0.4.pt,model_h256_wd0.01_dr0.4_confusion_matrix.npy
28,2-layer,256,64,0.0001,0.2,None,0.001,0.4,0.017677669529663684,0.3958333333333333,0.7858329629928895,0.47203921261487053,0.35107812750759737,0.4,0.7433318519715579,0.4508499373433585,0.3410770891904793,"[0.4583333333333333, 0.375, 0.125, 0.625]","[0.9264705882352942, 0.828125, 0.9464285714285715, 0.4423076923076923]","[0.7048611111111112, 0.29910714285714285, 0.48333333333333334, 0.40085526315789477]","[0.4904761904761905, 0.28816287878787883, 0.18225238813474107, 0.44342105263157894]",1084,26.846522331237793,model_h256-64_wd0.0001_dr0.2.pt,model_h256-64_wd0.0001_dr0.2_confusion_matrix.npy
29,2-layer,256,64,0.0001,0.3,None,0.001,0.42500000000000004,0.017677669529663684,0.48288690476190477,0.8060838518099548,0.5699612887112887,0.43831802984811885,0.425,0.7993354072398191,0.5321135114885115,0.3916171919540728,"[0.7083333333333334, 0.625, 0.3125, 0.2857142857142857]","[0.9779411764705883, 0.640625, 0.75, 0.8557692307692308]","[0.875, 0.4665334665334665, 0.41704545454545455, 0.5212662337662337]","[0.775, 0.3632610939112487, 0.2507777149321267, 0.3642333105491]",887,20.89574933052063,model_h256-64_wd0.0001_dr0.3.pt,model_h256-64_wd0.0001_dr0.3_confusion_matrix.npy
30,2-layer,256,64,0.0001,0.4,None,0.001,0.38750000000000007,0.0375,0.43750000000000006,0.792331175258565,0.4895322702659659,0.3431811897253073,0.3875,0.7818247010342599,0.4805341150395498,0.3066411056263997,"[0.7083333333333334, 0.5, 0.16666666666666669, 0.37499999999999994]","[0.8897058823529412, 0.7109375, 0.8571428571428571, 0.7115384615384616]","[0.6448412698412698, 0.39692307692307693, 0.32608695652173914, 0.5902777777777778]","[0.6249999999999999, 0.279263220439691, 0.13846153846153847, 0.32999999999999996]",848,21.679872035980225,model_h256-64_wd0.0001_dr0.4.pt,model_h256-64_wd0.0001_dr0.4_confusion_matrix.npy
31,2-layer,256,64,0.001,0.2,None,0.001,0.39375000000000004,0.0596212000885591,0.4464285714285714,0.7963144392372332,0.4119009888438134,0.34358647433017747,0.39375,0.7915077569489334,0.39662187288708595,0.2963795616479604,"[0.6666666666666667, 0.5, 0.45833333333333337, 0.1607142857142857]","[0.9191176470588235, 0.71875, 0.6339285714285714, 0.9134615384615384]","[0.6, 0.2604166666666667, 0.41954022988505746, 0.36764705882352944]","[0.6221590909090909, 0.30718623481781376, 0.2826349801959558, 0.16236559139784945]",951,24.189939260482788,model_h256-64_wd0.001_dr0.2.pt,model_h256-64_wd0.001_dr0.2_confusion_matrix.npy
32,2-layer,256,64,0.001,0.3,None,0.001,0.4,0.030618621784789732,0.38578869047619047,0.786037491919845,0.2777359356752105,0.2881239489033363,0.4,0.7441499676793794,0.2789623286618723,0.28707454391089515,"[0.375, 0.34375, 0.2708333333333333, 0.5535714285714286]","[0.9779411764705883, 0.8125, 0.7767857142857143, 0.5769230769230769]","[0.375, 0.16382575757575757, 0.20588235294117646, 0.3662356321839081]","[0.375, 0.21463815789473684, 0.18206521739130435, 0.3807924203273041]",847,21.03414511680603,model_h256-64_wd0.001_dr0.3.pt,model_h256-64_wd0.001_dr0.3_confusion_matrix.npy
33,2-layer,256,64,0.001,0.4,None,0.001,0.4125,0.02795084971874737,0.4821428571428572,0.8093765150290886,0.4513398248792271,0.3698291535578063,0.4125,0.8250060601163544,0.45957880434782605,0.3332700052161627,"[0.7083333333333334, 0.6875, 0.3541666666666667, 0.17857142857142855]","[0.8235294117647058, 0.703125, 0.7589285714285714, 0.9519230769230769]","[0.5486111111111112, 0.2838315217391304, 0.4, 0.5729166666666666]","[0.5525793650793651, 0.3998655913978495, 0.27990196078431373, 0.24696969696969695]",920,22.2052583694458,model_h256-64_wd0.001_dr0.4.pt,model_h256-64_wd0.001_dr0.4_confusion_matrix.npy
34,2-layer,256,64,0.01,0.2,None,0.001,0.43125,0.06931585316505887,0.449032738095238,0.8045536724305107,0.4024995482063793,0.36469793145944096,0.43125,0.7869646897220427,0.3953138836179633,0.34648486875912154,"[0.5416666666666666, 0.46875, 0.375, 0.4107142857142857]","[0.9632352941176471, 0.734375, 0.7321428571428571, 0.7884615384615385]","[0.5714285714285714, 0.2151785714285714, 0.43245967741935487, 0.3909313725490196]","[0.5461538461538462, 0.2745726495726496, 0.27351137234858164, 0.3645538577626863]",867,21.284165382385254,model_h256-64_wd0.01_dr0.2.pt,model_h256-64_wd0.01_dr0.2_confusion_matrix.npy
35,2-layer,256,64,0.01,0.3,None,0.001,0.44375,0.0480071609241788,0.5037202380952381,0.8159378535067873,0.4036356923305453,0.4194289230426959,0.44375,0.8200014140271492,0.3522631575940399,0.36951235722388465,"[0.7083333333333334, 0.6875, 0.33333333333333337, 0.2857142857142857]","[0.9338235294117647, 0.6328125, 0.8125, 0.8846153846153846]","[0.7708333333333333, 0.30919117647058825, 0.24562937062937062, 0.28888888888888886]","[0.7055555555555555, 0.42031517094017096, 0.2705949656750572, 0.28125]",861,21.473984479904175,model_h256-64_wd0.01_dr0.3.pt,model_h256-64_wd0.01_dr0.3_confusion_matrix.npy
36,2-layer,256,64,0.01,0.4,None,0.001,0.36875,0.0369754986443726,0.4468005952380952,0.7953915340174532,0.4393701972845995,0.3183222046243868,0.36875,0.8128161360698126,0.4266896102086319,0.2721340374257831,"[0.7916666666666666, 0.53125, 0.375, 0.08928571428571427]","[0.7941176470588236, 0.7109375, 0.7053571428571429, 0.9711538461538461]","[0.5253968253968254, 0.41387959866220736, 0.4253472222222222, 0.39285714285714285]","[0.5737179487179488, 0.3022348724436011, 0.2687645687645688, 0.12857142857142856]",868,21.34519624710083,model_h256-64_wd0.01_dr0.4.pt,model_h256-64_wd0.01_dr0.4_confusion_matrix.npy
37,2-layer,128,32,0.0001,0.2,None,0.001,0.4125,0.012499999999999983,0.4211309523809524,0.7896735617323853,0.39708614864864866,0.3444358437074033,0.4125,0.7461942469295411,0.36008727477477476,0.3172317329145026,"[0.6250000000000001, 0.25, 0.29166666666666663, 0.5178571428571428]","[0.948529411764706, 0.875, 0.7678571428571428, 0.5673076923076923]","[0.75, 0.20833333333333331, 0.29166666666666663, 0.3383445945945946]","[0.6423611111111112, 0.1706896551724138, 0.21805555555555556, 0.3466370529905326]",860,15.372925281524658,model_h128-32_wd0.0001_dr0.2.pt,model_h128-32_wd0.0001_dr0.2_confusion_matrix.npy
38,2-layer,128,32,0.0001,0.3,None,0.001,0.43125,0.0409839907768875,0.4847470238095238,0.8099572761797027,0.48365531885268725,0.40490571519983287,0.43125,0.8085791047188107,0.48967697020328604,0.368003907856849,"[0.7083333333333333, 0.59375, 0.3333333333333333, 0.30357142857142855]","[0.9264705882352942, 0.671875, 0.7857142857142857, 0.8557692307692307]","[0.6563492063492065, 0.23835978835978838, 0.4083333333333333, 0.631578947368421]","[0.6741258741258741, 0.33506493506493507, 0.27558356676003737, 0.33484848484848484]",933,16.72550916671753,model_h128-32_wd0.0001_dr0.3.pt,model_h128-32_wd0.0001_dr0.3_confusion_matrix.npy
39,2-layer,128,32,0.0001,0.4,None,0.001,0.44375000000000003,0.03247595264191645,0.5078125,0.8151109001292824,0.4229823360763763,0.4252322757674496,0.44375,0.8166936005171298,0.3962223958961575,0.38080201822174214,"[0.7083333333333333, 0.71875, 0.35416666666666663, 0.25]","[0.8823529411764706, 0.71875, 0.8035714285714286, 0.8557692307692307]","[0.5888888888888889, 0.3901572112098428, 0.393030303030303, 0.31985294117647056]","[0.6166666666666667, 0.5016912064966985, 0.31872307089698393, 0.26384815900944936]",988,17.393227338790894,model_h128-32_wd0.0001_dr0.4.pt,model_h128-32_wd0.0001_dr0.4_confusion_matrix.npy
40,2-layer,128,32,0.001,0.2,None,0.001,0.45,0.07499999999999998,0.4810267857142858,0.8075723678894635,0.4125242980256618,0.41572031496197326,0.45,0.7802894715578539,0.3617580616924189,0.3719913717335356,"[0.7083333333333334, 0.46875, 0.22916666666666669, 0.5178571428571429]","[0.9705882352941176, 0.7734375, 0.8035714285714286, 0.6826923076923076]","[0.8160714285714286, 0.2818627450980392, 0.20564516129032256, 0.34651785714285716]","[0.7513986013986015, 0.34758454106280195, 0.15199335548172757, 0.4119047619047619]",939,17.358036756515503,model_h128-32_wd0.001_dr0.2.pt,model_h128-32_wd0.001_dr0.2_confusion_matrix.npy
41,2-layer,128,32,0.001,0.3,None,0.001,0.4375,0.0375,0.488095238095238,0.8114824054621849,0.4717449491298175,0.4057221383600059,0.4375,0.8084296218487396,0.4812091417354575,0.370002682366653,"[0.7083333333333333, 0.5625, 0.3958333333333333, 0.2857142857142857]","[0.9044117647058822, 0.734375, 0.7321428571428571, 0.875]","[0.6028138528138528, 0.2693452380952381, 0.3653846153846154, 0.6494360902255638]","[0.6432880844645551, 0.359375, 0.3088888888888889, 0.31133658008658005]",987,16.70770835876465,model_h128-32_wd0.001_dr0.3.pt,model_h128-32_wd0.001_dr0.3_confusion_matrix.npy
42,2-layer,128,32,0.001,0.4,None,0.001,0.375,0.03952847075210474,0.4174107142857143,0.7898376898836457,0.37523067210567207,0.3258873212383106,0.375,0.784350759534583,0.35636169386169386,0.29180408384036066,"[0.5833333333333334, 0.4375, 0.5416666666666666, 0.10714285714285715]","[0.9558823529411764, 0.671875, 0.5892857142857143, 0.9423076923076923]","[0.6136363636363636, 0.1298076923076923, 0.5352564102564102, 0.2222222222222222]","[0.574331550802139, 0.20016339869281047, 0.3909469185784975, 0.13810741687979539]",878,16.715633392333984,model_h128-32_wd0.001_dr0.4.pt,model_h128-32_wd0.001_dr0.4_confusion_matrix.npy
43,2-layer,128,32,0.01,0.2,None,0.001,0.4125,0.09601432184835758,0.4464285714285714,0.801166319893342,0.4388820048173965,0.3464991502044096,0.4125,0.7921652795733678,0.4442431036916606,0.31655427420104987,"[0.625, 0.4375, 0.4375, 0.2857142857142857]","[0.8970588235294117, 0.7890625, 0.6339285714285714, 0.8846153846153846]","[0.5148268398268399, 0.31006493506493504, 0.41433189655172414, 0.5163043478260869]","[0.5546928561634443, 0.29269005847953217, 0.2740491216100972, 0.26456456456456456]",1038,18.953813552856445,model_h128-32_wd0.01_dr0.2.pt,model_h128-32_wd0.01_dr0.2_confusion_matrix.npy
44,2-layer,128,32,0.01,0.3,None,0.001,0.3875,0.027950849718747377,0.4259672619047619,0.7927099325307047,0.40336014126775,0.34132642490808124,0.3875,0.7833397301228183,0.37382173181086226,0.3078851652303665,"[0.625, 0.34375, 0.6458333333333334, 0.08928571428571427]","[0.8970588235294117, 0.8046875, 0.5267857142857143, 0.9423076923076924]","[0.5547979797979798, 0.38657407407407407, 0.43873517786561267, 0.23333333333333334]","[0.5661319073083779, 0.23234126984126982, 0.43788515406162465, 0.12894736842105264]",889,15.34754204750061,model_h128-32_wd0.01_dr0.3.pt,model_h128-32_wd0.01_dr0.3_confusion_matrix.npy
45,2-layer,128,32,0.01,0.4,None,0.001,0.45,0.058630196997792886,0.5003720238095238,0.8103953720911441,0.40718390804597704,0.4168935392772602,0.45,0.7915814883645765,0.3579741379310345,0.36681515190236125,"[0.8333333333333334, 0.40625, 0.45833333333333326, 0.3035714285714286]","[0.8970588235294118, 0.8671875, 0.6696428571428572, 0.8076923076923077]","[0.6833333333333333, 0.4, 0.30833333333333335, 0.23706896551724138]","[0.7213203463203464, 0.37362637362637363, 0.33055555555555555, 0.24207188160676532]",1080,21.13863730430603,model_h128-32_wd0.01_dr0.4.pt,model_h128-32_wd0.01_dr0.4_confusion_matrix.npy
46,2-layer,64,16,0.0001,0.2,None,0.001,0.4375,0.05153882032022076,0.472842261904762,0.8049703054298643,0.3965035004905695,0.3878760902230464,0.4375,0.782381221719457,0.3604710623029589,0.3478776800604776,"[0.75, 0.40625, 0.27083333333333337, 0.4642857142857143]","[0.9338235294117647, 0.78125, 0.8125, 0.6923076923076923]","[0.7167207792207793, 0.27050264550264547, 0.2142857142857143, 0.3845048629531388]","[0.7075894693541752, 0.28809523809523807, 0.20833333333333331, 0.34748632010943914]",914,13.414545774459839,model_h64-16_wd0.0001_dr0.2.pt,model_h64-16_wd0.0001_dr0.2_confusion_matrix.npy
47,2-layer,64,16,0.0001,0.3,None,0.001,0.39999999999999997,0.046770717334674264,0.44159226190476186,0.7955266241111829,0.4428509424603174,0.36683182528804126,0.4,0.7821064964447318,0.4181622023809523,0.3332504011666897,"[0.625, 0.53125, 0.2708333333333333, 0.33928571428571425]","[0.9338235294117647, 0.71875, 0.7410714285714285, 0.7884615384615385]","[0.6984126984126984, 0.27976190476190477, 0.4036458333333333, 0.3895833333333333]","[0.6121794871794871, 0.31513409961685823, 0.21216283716283718, 0.32785087719298245]",972,15.432893753051758,model_h64-16_wd0.0001_dr0.3.pt,model_h64-16_wd0.0001_dr0.3_confusion_matrix.npy
48,2-layer,64,16,0.0001,0.4,None,0.001,0.41875,0.01082531754730547,0.47172619047619047,0.8057328700711053,0.420446047008547,0.38154674895226837,0.41875,0.8041814802844215,0.4117090201465201,0.3509224687362031,"[0.7083333333333333, 0.625, 0.125, 0.42857142857142855]","[0.8602941176470589, 0.6875, 0.9732142857142857, 0.7019230769230769]","[0.5099206349206349, 0.36858974358974356, 0.39285714285714285, 0.41041666666666665]","[0.5788461538461538, 0.39092775041050903, 0.17669172932330826, 0.37972136222910213]",954,14.523780345916748,model_h64-16_wd0.0001_dr0.4.pt,model_h64-16_wd0.0001_dr0.4_confusion_matrix.npy
49,2-layer,64,16,0.001,0.2,None,0.001,0.36875,0.02724311839712921,0.42373511904761907,0.7876838235294118,0.30327409659306215,0.2981871164001582,0.36875,0.7819852941176471,0.2744603528655253,0.25490375583158087,"[0.75, 0.34375, 0.45833333333333337, 0.14285714285714285]","[0.8382352941176471, 0.8125, 0.625, 0.875]","[0.4822261072261072, 0.2189655172413793, 0.41666666666666663, 0.09523809523809523]","[0.5752386480908153, 0.2234927234927235, 0.27973137973137974, 0.11428571428571428]",853,13.096522331237793,model_h64-16_wd0.001_dr0.2.pt,model_h64-16_wd0.001_dr0.2_confusion_matrix.npy
50,2-layer,64,16,0.001,0.3,None,0.001,0.4,0.046770717334674264,0.4267113095238095,0.7955644998383969,0.3631069882908118,0.352618112353984,0.4,0.7822579993535875,0.333772270169329,0.32146809770992507,"[0.5833333333333333, 0.40625, 0.39583333333333337, 0.3214285714285714]","[0.8970588235294119, 0.796875, 0.6517857142857143, 0.8365384615384616]","[0.638095238095238, 0.2568627450980392, 0.16858108108108108, 0.3888888888888889]","[0.5696969696969697, 0.3111111111111111, 0.23182397959183673, 0.2978403890160183]",996,14.783018350601196,model_h64-16_wd0.001_dr0.3.pt,model_h64-16_wd0.001_dr0.3_confusion_matrix.npy
51,2-layer,64,16,0.001,0.4,None,0.001,0.42500000000000004,0.04677071733467427,0.43154761904761907,0.7972423945539754,0.43519292273068644,0.3578792694067294,0.425,0.7639695782159017,0.4224031450442496,0.3421312384641904,"[0.5416666666666666, 0.375, 0.2916666666666667, 0.5178571428571429]","[0.9558823529411764, 0.8203125, 0.7589285714285714, 0.6538461538461539]","[0.7452380952380953, 0.18, 0.21638655462184875, 0.5991470410628019]","[0.5667665667665668, 0.23232323232323232, 0.21395881006864986, 0.41846846846846847]",903,14.311803340911865,model_h64-16_wd0.001_dr0.4.pt,model_h64-16_wd0.001_dr0.4_confusion_matrix.npy
52,2-layer,64,16,0.01,0.2,None,0.001,0.45625000000000004,0.056940209869651884,0.46912202380952384,0.8079006241919844,0.434385498080351,0.40257580696855544,0.45625,0.7753524967679379,0.37934162038941455,0.3684164833645057,"[0.625, 0.40625, 0.2916666666666667, 0.5535714285714286]","[0.9852941176470589, 0.8046875, 0.7589285714285714, 0.6826923076923077]","[0.9166666666666666, 0.2419871794871795, 0.18333333333333335, 0.39555481283422456]","[0.7189393939393939, 0.2814039408866995, 0.18382352941176472, 0.42613636363636365]",1050,14.783059120178223,model_h64-16_wd0.01_dr0.2.pt,model_h64-16_wd0.01_dr0.2_confusion_matrix.npy
53,2-layer,64,16,0.01,0.3,None,0.001,0.41875,0.05115845482420281,0.45610119047619047,0.7984039168552035,0.40318190263842435,0.3810600946209911,0.41875,0.7748656674208144,0.3787006954398259,0.34513767187949757,"[0.75, 0.375, 0.2708333333333333, 0.42857142857142855]","[0.9117647058823529, 0.8203125, 0.75, 0.7115384615384615]","[0.6305555555555555, 0.27142857142857146, 0.37857142857142856, 0.33217205499814195]","[0.6714015151515151, 0.2988095238095238, 0.1848945797631655, 0.36913475975975973]",1088,15.981274843215942,model_h64-16_wd0.01_dr0.3.pt,model_h64-16_wd0.01_dr0.3_confusion_matrix.npy
54,2-layer,64,16,0.01,0.4,None,0.001,0.40625,0.04463392767839281,0.4661458333333333,0.8003153785552682,0.3840142496392496,0.36838478599381236,0.40625,0.7950115142210731,0.35132124819624816,0.3214483420568613,"[0.75, 0.53125, 0.3333333333333333, 0.25]","[0.8897058823529411, 0.7421875, 0.7232142857142857, 0.8461538461538461]","[0.6344696969696969, 0.2599206349206349, 0.4083333333333333, 0.23333333333333334]","[0.6526143790849672, 0.3479020979020979, 0.23164335664335664, 0.24137931034482757]",1145,15.723174333572388,model_h64-16_wd0.01_dr0.4.pt,model_h64-16_wd0.01_dr0.4_confusion_matrix.npy
55,1-layer-PCA10,16,None,0.2,0.5,10,0.001,0.38125,0.03247595264191646,0.36123511904761907,0.7774245515513898,0.3333699932964639,0.29277619863374515,0.38125,0.7284482062055593,0.31681058320764205,0.2913052211809782,"[0.375, 0.21875, 0.33333333333333337, 0.5178571428571428]","[0.9632352941176471, 0.859375, 0.7678571428571429, 0.5192307692307693]","[0.3888888888888889, 0.3833333333333333, 0.2925925925925926, 0.2686651583710407]","[0.3666666666666667, 0.20900824097755044, 0.2779377485259838, 0.31749213836477985]",1179,8.210772275924683,model_h16_wd0.2_dr0.5_pca10.pt,model_h16_wd0.2_dr0.5_pca10_confusion_matrix.npy
56,1-layer-PCA10,16,None,0.2,0.6,10,0.001,0.3875,0.037500000000000006,0.35751488095238093,0.7802500808015514,0.34661183871541923,0.3087887578223331,0.3875,0.7335003232062055,0.3435896381964157,0.31698288934042107,"[0.3333333333333333, 0.21875, 0.27083333333333337, 0.6071428571428571]","[0.9705882352941176, 0.8125, 0.8571428571428571, 0.4807692307692307]","[0.5375, 0.11239495798319327, 0.34615384615384615, 0.3903985507246377]","[0.4075757575757576, 0.1481818181818182, 0.23157894736842105, 0.44781850816333574]",1082,7.980920791625977,model_h16_wd0.2_dr0.6_pca10.pt,model_h16_wd0.2_dr0.6_pca10_confusion_matrix.npy
57,1-layer-PCA10,16,None,0.2,0.7,10,0.001,0.31875,0.09581068572972432,0.3177083333333333,0.7698607688267615,0.3029958970005659,0.24104151057276058,0.31875,0.760693075307046,0.2581861912846633,0.234290188977689,"[0.20833333333333331, 0.5, 0.1875, 0.375]","[0.9926470588235294, 0.5078125, 0.8482142857142857, 0.7307692307692308]","[0.6666666666666666, 0.16088709677419355, 0.17083333333333334, 0.21359649122807017]","[0.30753968253968256, 0.22275641025641024, 0.16493055555555555, 0.2689393939393939]",1156,7.736039400100708,model_h16_wd0.2_dr0.7_pca10.pt,model_h16_wd0.2_dr0.7_pca10_confusion_matrix.npy
58,1-layer-PCA10,16,None,0.3,0.5,10,0.001,0.35,0.05000000000000002,0.27306547619047616,0.7589285714285714,0.2547006302521009,0.18589543189070498,0.35,0.6857142857142857,0.2509558823529412,0.22267414978812033,"[0.041666666666666664, 0.0625, 0.2916666666666667, 0.6964285714285714]","[1.0, 0.9375, 0.7232142857142857, 0.375]","[0.25, 0.3125, 0.175, 0.28130252100840336]","[0.07142857142857142, 0.09722222222222221, 0.17420814479638008, 0.4007227891156462]",876,5.865143537521362,model_h16_wd0.3_dr0.5_pca10.pt,model_h16_wd0.3_dr0.5_pca10_confusion_matrix.npy
59,1-layer-PCA10,16,None,0.3,0.6,10,0.001,0.375,0.03952847075210474,0.3236607142857143,0.7738882211538461,0.30936872031421264,0.25621358323564203,0.375,0.7205528846153847,0.31695549415418345,0.28480140066537124,"[0.125, 0.3125, 0.125, 0.7321428571428571]","[1.0, 0.7734375, 0.9375, 0.38461538461538464]","[0.25, 0.3660714285714286, 0.225, 0.396403452685422]","[0.16666666666666666, 0.21748737373737373, 0.1588235294117647, 0.4818767631267631]",965,6.46884560585022,model_h16_wd0.3_dr0.6_pca10.pt,model_h16_wd0.3_dr0.6_pca10_confusion_matrix.npy
60,1-layer-PCA10,16,None,0.3,0.7,10,0.001,0.33125,0.06465050270492875,0.31845238095238093,0.7675478244182288,0.23813844086021502,0.227616711991712,0.33125,0.7389412976729153,0.21259408602150537,0.22401256151256152,"[0.3333333333333333, 0.25, 0.20833333333333331, 0.48214285714285715]","[0.9044117647058824, 0.7578125, 0.8214285714285714, 0.5865384615384616]","[0.47916666666666663, 0.11088709677419355, 0.16666666666666666, 0.19583333333333333]","[0.327020202020202, 0.13942307692307693, 0.16666666666666666, 0.27735690235690236]",1195,8.787652730941772,model_h16_wd0.3_dr0.7_pca10.pt,model_h16_wd0.3_dr0.7_pca10_confusion_matrix.npy
61,1-layer-PCA10,16,None,0.5,0.5,10,0.001,0.36874999999999997,0.04800716092417881,0.4207589285714286,0.7904979900614092,0.3541941294798552,0.31531254091488947,0.36875,0.7932419602456366,0.3198104970743238,0.2774608545188203,"[0.7500000000000001, 0.40625, 0.1875, 0.3392857142857143]","[0.7941176470588235, 0.7421875, 0.8660714285714286, 0.7596153846153846]","[0.5943627450980392, 0.2689393939393939, 0.33695652173913043, 0.21651785714285715]","[0.5798494983277592, 0.26912960306073647, 0.15274725274725276, 0.2595238095238095]",1119,7.518715143203735,model_h16_wd0.5_dr0.5_pca10.pt,model_h16_wd0.5_dr0.5_pca10_confusion_matrix.npy
62,1-layer-PCA10,16,None,0.5,0.6,10,0.001,0.36875,0.0480071609241788,0.314360119047619,0.7683937156593407,0.25883320433436535,0.22779340825296707,0.36875,0.7048248626373627,0.25729295665634677,0.24986703098100155,"[0.16666666666666666, 0.15625, 0.2916666666666667, 0.6428571428571428]","[1.0, 0.8984375, 0.7232142857142857, 0.4519230769230769]","[0.25, 0.3088235294117647, 0.175, 0.3015092879256966]","[0.2, 0.13555555555555554, 0.17420814479638008, 0.40140993265993263]",938,6.257459878921509,model_h16_wd0.5_dr0.6_pca10.pt,model_h16_wd0.5_dr0.6_pca10_confusion_matrix.npy
63,1-layer-PCA10,16,None,0.5,0.7,10,0.001,0.35000000000000003,0.06123724356957946,0.36197916666666663,0.7785368354072397,0.22861254699248118,0.24058692380000476,0.35,0.7641473416289593,0.2040722901002506,0.22927710747800703,"[0.5, 0.34375, 0.10416666666666667, 0.5]","[0.7794117647058824, 0.8203125, 0.9375, 0.5769230769230769]","[0.37531328320802004, 0.23809523809523808, 0.10416666666666667, 0.196875]","[0.3175925925925926, 0.2587848932676519, 0.10416666666666667, 0.2818035426731079]",1118,7.571317672729492,model_h16_wd0.5_dr0.7_pca10.pt,model_h16_wd0.5_dr0.7_pca10_confusion_matrix.npy
